日期,时间,成交价,成交量,总量,属性(持仓增减),B1价,B1量,B2价,B2量,B3价,B3量,S1价,S1量,S2价,S2量,S3价,S3量,BS
2012-08-20,9:00:14,7572,24,12432,18,7572,265,0,0,0,0,7574,59,0,0,0,0,S
2012-08-20,9:00:14,7574,42,12474,36,7572,308,0,0,0,0,7574,46,0,0,0,0,B
2012-08-20,9:00:15,7574,106,12580,-42,7572,256,0,0,0,0,7574,55,0,0,0,0,B
2012-08-20,9:00:15,7574,150,12730,60,7572,254,0,0,0,0,7574,40,0,0,0,0,B
2012-08-20,9:00:15,7574,2,12732,2,7572,254,0,0,0,0,7574,39,0,0,0,0,B
2012-08-20,9:00:16,7572,412,13144,-28,7572,187,0,0,0,0,7574,18,0,0,0,0,S
2012-08-20,9:00:17,7574,46,13190,-8,7574,258,0,0,0,0,7576,119,0,0,0,0,B
2012-08-20,9:00:17,7576,22,13212,-12,7574,255,0,0,0,0,7576,125,0,0,0,0,B
2012-08-20,9:00:17,7574,40,13252,0,7574,262,0,0,0,0,7576,125,0,0,0,0,S
2012-08-20,9:00:18,7576,76,13328,-28,7574,247,0,0,0,0,7576,122,0,0,0,0,B
2012-08-20,9:00:18,7574,12,13340,2,7574,245,0,0,0,0,7576,121,0,0,0,0,S
2012-08-20,9:00:18,7574,14,13354,-4,7574,241,0,0,0,0,7576,112,0,0,0,0,S
2012-08-20,9:00:18,7574,242,13596,60,7574,153,0,0,0,0,7576,80,0,0,0,0,S
2012-08-20,9:00:19,7574,20,13616,0,7574,149,0,0,0,0,7576,76,0,0,0,0,S
2012-08-20,9:00:19,7574,150,13766,-4,7574,101,0,0,0,0,7576,58,0,0,0,0,S
2012-08-20,9:00:19,7574,40,13806,-26,7574,86,0,0,0,0,7576,161,0,0,0,0,S
2012-08-20,9:00:20,7574,568,14374,330,7572,103,0,0,0,0,7574,9,0,0,0,0,S
2012-08-20,9:00:20,7574,36,14410,6,7572,89,0,0,0,0,7574,6,0,0,0,0,B
2012-08-20,9:00:21,7574,156,14566,152,7572,90,0,0,0,0,7574,203,0,0,0,0,B
2012-08-20,9:00:21,7570,248,14814,152,7570,1007,0,0,0,0,7572,12,0,0,0,0,S
2012-08-20,9:00:21,7570,8,14822,0,7570,1005,0,0,0,0,7572,10,0,0,0,0,S
2012-08-20,9:00:22,7572,30,14852,16,7570,1002,0,0,0,0,7572,16,0,0,0,0,B
2012-08-20,9:00:22,7574,46,14898,-36,7570,998,0,0,0,0,7574,465,0,0,0,0,B
2012-08-20,9:00:23,7572,48,14946,-24,7572,114,0,0,0,0,7574,464,0,0,0,0,S
2012-08-20,9:00:23,7572,92,15038,-8,7572,99,0,0,0,0,7574,386,0,0,0,0,S
2012-08-20,9:00:23,7572,14,15052,-8,7572,109,0,0,0,0,7574,386,0,0,0,0,S
2012-08-20,9:00:23,7572,40,15092,-20,7572,117,0,0,0,0,7574,382,0,0,0,0,S
2012-08-20,9:00:24,7572,60,15152,-42,7572,88,0,0,0,0,7574,381,0,0,0,0,S
2012-08-20,9:00:24,7574,54,15206,-42,7572,84,0,0,0,0,7574,359,0,0,0,0,B
2012-08-20,9:00:24,7572,108,15314,62,7572,33,0,0,0,0,7574,358,0,0,0,0,S
2012-08-20,9:00:25,7572,142,15456,-32,7570,1008,0,0,0,0,7572,28,0,0,0,0,S
2012-08-20,9:00:25,7570,40,15496,-2,7570,994,0,0,0,0,7572,59,0,0,0,0,S
2012-08-20,9:00:26,7572,54,15550,-24,7570,986,0,0,0,0,7572,463,0,0,0,0,B
2012-08-20,9:00:26,7572,40,15590,8,7570,984,0,0,0,0,7572,444,0,0,0,0,B
2012-08-20,9:00:27,7570,1528,17118,-542,7570,263,0,0,0,0,7572,429,0,0,0,0,S
2012-08-20,9:00:27,7568,560,17678,60,7568,104,0,0,0,0,7570,390,0,0,0,0,S
2012-08-20,9:00:27,7568,154,17832,66,7568,66,0,0,0,0,7570,413,0,0,0,0,S
2012-08-20,9:00:28,7568,148,17980,28,7568,40,0,0,0,0,7570,412,0,0,0,0,S
2012-08-20,9:00:28,7568,114,18094,66,7568,3,0,0,0,0,7570,489,0,0,0,0,S
2012-08-20,9:00:29,7566,294,18388,286,7566,284,0,0,0,0,7568,78,0,0,0,0,S
2012-08-20,9:00:29,7568,14,18402,0,7566,284,0,0,0,0,7568,78,0,0,0,0,B
2012-08-20,9:00:29,7566,30,18432,24,7566,303,0,0,0,0,7568,91,0,0,0,0,S
2012-08-20,9:00:30,7566,4,18436,4,7566,301,0,0,0,0,7568,312,0,0,0,0,S
2012-08-20,9:00:30,7566,74,18510,20,7566,367,0,0,0,0,7568,329,0,0,0,0,S
2012-08-20,9:00:30,7566,84,18594,0,7566,326,0,0,0,0,7568,343,0,0,0,0,S
2012-08-20,9:00:30,7564,910,19504,-348,7564,49,0,0,0,0,7566,59,0,0,0,0,S
2012-08-20,9:00:31,7566,2,19506,0,7564,48,0,0,0,0,7566,153,0,0,0,0,B
2012-08-20,9:00:32,7564,64,19570,12,7564,40,0,0,0,0,7566,174,0,0,0,0,S
2012-08-20,9:00:32,7566,88,19658,0,7564,9,0,0,0,0,7566,172,0,0,0,0,B
2012-08-20,9:00:32,7564,32,19690,0,7564,70,0,0,0,0,7566,176,0,0,0,0,S
2012-08-20,9:00:32,7566,484,20174,-332,7564,8,0,0,0,0,7566,160,0,0,0,0,B
2012-08-20,9:00:33,7564,40,20214,-10,7564,63,0,0,0,0,7566,153,0,0,0,0,S
2012-08-20,9:00:33,7564,66,20280,-10,7564,115,0,0,0,0,7566,158,0,0,0,0,S
2012-08-20,9:00:33,7564,36,20316,-8,7564,128,0,0,0,0,7566,159,0,0,0,0,S
2012-08-20,9:00:34,7566,432,20748,-120,7566,30,0,0,0,0,7568,370,0,0,0,0,B
2012-08-20,9:00:34,7566,30,20778,-2,7566,122,0,0,0,0,7568,370,0,0,0,0,S
2012-08-20,9:00:35,7564,734,21512,-578,7562,43,0,0,0,0,7564,42,0,0,0,0,S
2012-08-20,9:00:35,7564,188,21700,-16,7562,26,0,0,0,0,7564,79,0,0,0,0,B
2012-08-20,9:00:35,7564,30,21730,6,7562,84,0,0,0,0,7564,143,0,0,0,0,B
2012-08-20,9:00:36,7562,64,21794,-18,7562,69,0,0,0,0,7564,142,0,0,0,0,S
2012-08-20,9:00:36,7562,84,21878,6,7562,31,0,0,0,0,7564,148,0,0,0,0,S
2012-08-20,9:00:37,7564,100,21978,80,7562,12,0,0,0,0,7564,121,0,0,0,0,B
2012-08-20,9:00:37,7564,76,22054,46,7560,462,0,0,0,0,7564,53,0,0,0,0,B
2012-08-20,9:00:37,7560,16,22070,14,7560,461,0,0,0,0,7562,89,0,0,0,0,S
2012-08-20,9:00:37,7562,10,22080,0,7560,463,0,0,0,0,7562,105,0,0,0,0,B
2012-08-20,9:00:38,7562,70,22150,32,7560,431,0,0,0,0,7562,106,0,0,0,0,B
2012-08-20,9:00:38,7562,284,22434,72,7560,337,0,0,0,0,7562,109,0,0,0,0,B
2012-08-20,9:00:39,7560,104,22538,46,7560,346,0,0,0,0,7562,106,0,0,0,0,S
2012-08-20,9:00:39,7560,40,22578,0,7560,327,0,0,0,0,7562,144,0,0,0,0,S
2012-08-20,9:00:40,7560,478,23056,56,7560,156,0,0,0,0,7562,83,0,0,0,0,S
2012-08-20,9:00:40,7560,2,23058,0,7560,155,0,0,0,0,7562,83,0,0,0,0,S
2012-08-20,9:00:40,7560,346,23404,-58,7558,109,0,0,0,0,7560,60,0,0,0,0,S
2012-08-20,9:00:41,7560,12,23416,-2,7558,107,0,0,0,0,7560,62,0,0,0,0,B
2012-08-20,9:00:41,7560,22,23438,8,7558,105,0,0,0,0,7560,73,0,0,0,0,B
2012-08-20,9:00:41,7560,358,23796,218,7558,2,0,0,0,0,7560,651,0,0,0,0,B
2012-08-20,9:00:42,7558,114,23910,68,7556,138,0,0,0,0,7558,448,0,0,0,0,S
2012-08-20,9:00:43,7554,510,24420,36,7554,400,0,0,0,0,7556,20,0,0,0,0,S
2012-08-20,9:00:43,7554,130,24550,0,7554,335,0,0,0,0,7556,20,0,0,0,0,S
2012-08-20,9:00:44,7556,150,24700,2,7554,264,0,0,0,0,7556,14,0,0,0,0,B
2012-08-20,9:00:44,7554,408,25108,12,7554,150,0,0,0,0,7556,99,0,0,0,0,S
2012-08-20,9:00:44,7554,22,25130,-20,7554,139,0,0,0,0,7556,99,0,0,0,0,S
2012-08-20,9:00:45,7554,348,25478,-4,7552,578,0,0,0,0,7554,84,0,0,0,0,S
2012-08-20,9:00:45,7554,2,25480,2,7552,578,0,0,0,0,7554,83,0,0,0,0,B
2012-08-20,9:00:45,7554,76,25556,20,7552,689,0,0,0,0,7554,152,0,0,0,0,B
2012-08-20,9:00:46,7554,396,25952,-24,7554,18,0,0,0,0,7556,234,0,0,0,0,B
2012-08-20,9:00:46,7552,918,26870,-244,7552,208,0,0,0,0,7554,2,0,0,0,0,S
2012-08-20,9:00:47,7552,6,26876,-2,7552,205,0,0,0,0,7554,3,0,0,0,0,S
2012-08-20,9:00:47,7552,264,27140,58,7552,264,0,0,0,0,7556,134,0,0,0,0,S
2012-08-20,9:00:47,7552,344,27484,-82,7552,183,0,0,0,0,7556,134,0,0,0,0,S
2012-08-20,9:00:48,7552,2,27486,2,7552,182,0,0,0,0,7556,134,0,0,0,0,S
2012-08-20,9:00:48,7552,1016,28502,-282,7550,626,0,0,0,0,7552,188,0,0,0,0,S
2012-08-20,9:00:49,7552,12,28514,4,7550,622,0,0,0,0,7552,187,0,0,0,0,B
2012-08-20,9:00:49,7552,466,28980,-348,7552,111,0,0,0,0,7554,238,0,0,0,0,B
2012-08-20,9:00:49,7554,144,29124,12,7552,104,0,0,0,0,7554,221,0,0,0,0,B
2012-08-20,9:00:50,7554,16,29140,-8,7552,98,0,0,0,0,7554,220,0,0,0,0,B
2012-08-20,9:00:50,7552,324,29464,-42,7552,104,0,0,0,0,7554,471,0,0,0,0,S
2012-08-20,9:00:51,7554,422,29886,68,7550,559,0,0,0,0,7554,434,0,0,0,0,B
2012-08-20,9:00:51,7552,12,29898,4,7550,558,0,0,0,0,7554,433,0,0,0,0,S
2012-08-20,9:00:51,7550,294,30192,76,7550,516,0,0,0,0,7552,57,0,0,0,0,S
2012-08-20,9:00:52,7552,14,30206,10,7550,519,0,0,0,0,7552,51,0,0,0,0,B
2012-08-20,9:00:52,7552,118,30324,12,7550,498,0,0,0,0,7552,94,0,0,0,0,B
2012-08-20,9:00:52,7550,106,30430,-28,7550,489,0,0,0,0,7552,55,0,0,0,0,S
2012-08-20,9:00:52,7552,378,30808,-318,7550,360,0,0,0,0,7552,11,0,0,0,0,B
2012-08-20,9:00:53,7552,70,30878,20,7550,337,0,0,0,0,7552,69,0,0,0,0,B
2012-08-20,9:00:53,7550,376,31254,-206,7550,211,0,0,0,0,7552,135,0,0,0,0,S
2012-08-20,9:00:53,7552,98,31352,24,7550,220,0,0,0,0,7552,89,0,0,0,0,B
2012-08-20,9:00:54,7550,488,31840,-74,7548,518,0,0,0,0,7550,126,0,0,0,0,S
2012-08-20,9:00:54,7550,4,31844,4,7548,518,0,0,0,0,7550,132,0,0,0,0,B
2012-08-20,9:00:54,7548,36,31880,28,7548,520,0,0,0,0,7550,343,0,0,0,0,S
2012-08-20,9:00:55,7548,124,32004,-14,7548,463,0,0,0,0,7550,118,0,0,0,0,S
2012-08-20,9:00:55,7548,328,32332,-24,7548,327,0,0,0,0,7550,90,0,0,0,0,S
2012-08-20,9:00:55,7548,668,33000,-320,7548,99,0,0,0,0,7552,277,0,0,0,0,S
2012-08-20,9:00:55,7546,224,33224,-10,7546,636,0,0,0,0,7548,110,0,0,0,0,S
2012-08-20,9:00:56,7548,290,33514,54,7546,539,0,0,0,0,7548,79,0,0,0,0,B
2012-08-20,9:00:56,7546,198,33712,-40,7546,479,0,0,0,0,7548,61,0,0,0,0,S
2012-08-20,9:00:57,7550,518,34230,222,7548,81,0,0,0,0,7550,92,0,0,0,0,B
2012-08-20,9:00:57,7546,448,34678,36,7546,363,0,0,0,0,7548,40,0,0,0,0,S
2012-08-20,9:00:57,7548,128,34806,-44,7546,320,0,0,0,0,7548,68,0,0,0,0,B
2012-08-20,9:00:58,7550,452,35258,-120,7550,125,0,0,0,0,7552,333,0,0,0,0,B
2012-08-20,9:00:58,7550,136,35394,-8,7550,73,0,0,0,0,7552,332,0,0,0,0,S
2012-08-20,9:00:59,7548,180,35574,-44,7548,3,0,0,0,0,7552,324,0,0,0,0,S
2012-08-20,9:00:59,7552,136,35710,42,7548,66,0,0,0,0,7552,318,0,0,0,0,B
2012-08-20,9:00:59,7550,384,36094,-88,7548,13,0,0,0,0,7550,901,0,0,0,0,S
2012-08-20,9:01:00,7548,8,36102,-2,7548,38,0,0,0,0,7550,904,0,0,0,0,S
2012-08-20,9:01:00,7550,224,36326,-46,7548,7,0,0,0,0,7550,870,0,0,0,0,B
2012-08-20,9:01:00,7548,26,36352,-2,7546,329,0,0,0,0,7548,96,0,0,0,0,S
2012-08-20,9:01:00,7548,88,36440,-32,7546,361,0,0,0,0,7548,56,0,0,0,0,B
2012-08-20,9:01:01,7548,34,36474,-12,7546,357,0,0,0,0,7548,45,0,0,0,0,B
2012-08-20,9:01:01,7548,224,36698,-122,7546,343,0,0,0,0,7548,22,0,0,0,0,B
2012-08-20,9:01:01,7548,66,36764,-4,7546,332,0,0,0,0,7548,33,0,0,0,0,B
2012-08-20,9:01:02,7548,224,36988,26,7548,2,0,0,0,0,7550,1001,0,0,0,0,B
2012-08-20,9:01:02,7546,524,37512,-472,7546,99,0,0,0,0,7550,784,0,0,0,0,S
2012-08-20,9:01:03,7550,44,37556,26,7548,211,0,0,0,0,7550,775,0,0,0,0,B
2012-08-20,9:01:03,7548,136,37692,16,7548,192,0,0,0,0,7550,792,0,0,0,0,S
2012-08-20,9:01:03,7550,44,37736,4,7548,294,0,0,0,0,7550,785,0,0,0,0,B
2012-08-20,9:01:03,7548,124,37860,-6,7548,289,0,0,0,0,7550,762,0,0,0,0,S
2012-08-20,9:01:04,7548,150,38010,76,7548,251,0,0,0,0,7550,752,0,0,0,0,S
2012-08-20,9:01:04,7548,52,38062,-14,7548,299,0,0,0,0,7550,742,0,0,0,0,S
2012-08-20,9:01:05,7550,246,38308,-22,7548,299,0,0,0,0,7550,654,0,0,0,0,B
2012-08-20,9:01:05,7550,174,38482,-150,7548,463,0,0,0,0,7550,570,0,0,0,0,B
2012-08-20,9:01:05,7550,294,38776,-36,7548,428,0,0,0,0,7550,460,0,0,0,0,B
2012-08-20,9:01:05,7550,406,39182,-124,7548,440,0,0,0,0,7550,260,0,0,0,0,B
2012-08-20,9:01:06,7550,530,39712,332,7550,35,0,0,0,0,7552,330,0,0,0,0,B
2012-08-20,9:01:06,7552,250,39962,190,7550,364,0,0,0,0,7552,242,0,0,0,0,B
2012-08-20,9:01:06,7552,130,40092,124,7550,342,0,0,0,0,7552,216,0,0,0,0,B
2012-08-20,9:01:07,7552,10,40102,2,7550,343,0,0,0,0,7552,212,0,0,0,0,B
2012-08-20,9:01:07,7552,372,40474,124,7550,351,0,0,0,0,7552,106,0,0,0,0,B
2012-08-20,9:01:08,7552,280,40754,112,7552,40,0,0,0,0,7554,353,0,0,0,0,B
2012-08-20,9:01:08,7554,12,40766,2,7552,137,0,0,0,0,7554,350,0,0,0,0,B
2012-08-20,9:01:09,7554,86,40852,18,7552,169,0,0,0,0,7554,351,0,0,0,0,B
2012-08-20,9:01:09,7554,2,40854,2,7552,176,0,0,0,0,7554,349,0,0,0,0,B
2012-08-20,9:01:10,7554,772,41626,446,7554,281,0,0,0,0,7556,49,0,0,0,0,B
2012-08-20,9:01:10,7554,76,41702,8,7554,923,0,0,0,0,7556,44,0,0,0,0,S
2012-08-20,9:01:11,7556,148,41850,-68,7554,819,0,0,0,0,7556,79,0,0,0,0,B
2012-08-20,9:01:11,7556,4,41854,-4,7554,819,0,0,0,0,7556,77,0,0,0,0,B
2012-08-20,9:01:12,7556,256,42110,-204,7554,706,0,0,0,0,7556,73,0,0,0,0,B
2012-08-20,9:01:12,7554,336,42446,-28,7554,737,0,0,0,0,7556,66,0,0,0,0,S
2012-08-20,9:01:13,7556,40,42486,-2,7554,753,0,0,0,0,7556,100,0,0,0,0,B
2012-08-20,9:01:13,7556,34,42520,-22,7554,751,0,0,0,0,7556,107,0,0,0,0,B
2012-08-20,9:01:13,7556,66,42586,-64,7554,751,0,0,0,0,7556,189,0,0,0,0,B
2012-08-20,9:01:13,7554,2,42588,0,7554,757,0,0,0,0,7556,273,0,0,0,0,S
2012-08-20,9:01:14,7556,256,42844,-84,7554,723,0,0,0,0,7556,202,0,0,0,0,B
2012-08-20,9:01:15,7556,438,43282,-8,7554,711,0,0,0,0,7556,25,0,0,0,0,B
2012-08-20,9:01:15,7556,8,43290,0,7554,714,0,0,0,0,7556,21,0,0,0,0,B
2012-08-20,9:01:15,7556,130,43420,-50,7554,681,0,0,0,0,7556,3,0,0,0,0,B
2012-08-20,9:01:16,7558,408,43828,398,7556,100,0,0,0,0,7558,303,0,0,0,0,B
2012-08-20,9:01:16,7556,2,43830,2,7556,201,0,0,0,0,7558,303,0,0,0,0,S
2012-08-20,9:01:16,7556,100,43930,40,7556,167,0,0,0,0,7558,303,0,0,0,0,S
2012-08-20,9:01:17,7556,34,43964,4,7556,241,0,0,0,0,7558,293,0,0,0,0,S
2012-08-20,9:01:17,7556,66,44030,0,7556,246,0,0,0,0,7558,262,0,0,0,0,S
2012-08-20,9:01:18,7558,26,44056,8,7556,296,0,0,0,0,7558,256,0,0,0,0,B
2012-08-20,9:01:18,7558,12,44068,2,7556,301,0,0,0,0,7558,250,0,0,0,0,B
2012-08-20,9:01:18,7558,280,44348,178,7556,266,0,0,0,0,7558,156,0,0,0,0,B
2012-08-20,9:01:18,7558,12,44360,4,7556,256,0,0,0,0,7558,151,0,0,0,0,B
2012-08-20,9:01:19,7556,74,44434,70,7556,234,0,0,0,0,7558,142,0,0,0,0,S
2012-08-20,9:01:20,7558,56,44490,52,7556,236,0,0,0,0,7558,131,0,0,0,0,B
2012-08-20,9:01:20,7556,14,44504,14,7556,229,0,0,0,0,7558,131,0,0,0,0,S
2012-08-20,9:01:20,7558,180,44684,174,7556,215,0,0,0,0,7558,92,0,0,0,0,B
2012-08-20,9:01:20,7558,6,44690,4,7556,215,0,0,0,0,7558,89,0,0,0,0,B
2012-08-20,9:01:21,7556,98,44788,64,7556,253,0,0,0,0,7558,44,0,0,0,0,S
2012-08-20,9:01:21,7558,6,44794,2,7556,256,0,0,0,0,7558,44,0,0,0,0,B
2012-08-20,9:01:21,7558,234,45028,-36,7558,473,0,0,0,0,7560,1261,0,0,0,0,B
2012-08-20,9:01:22,7558,28,45056,0,7558,482,0,0,0,0,7560,1761,0,0,0,0,S
2012-08-20,9:01:23,7558,860,45916,-676,7558,86,0,0,0,0,7560,1745,0,0,0,0,S
2012-08-20,9:01:23,7558,268,46184,2,7556,235,0,0,0,0,7558,234,0,0,0,0,S
2012-08-20,9:01:24,7556,116,46300,44,7556,285,0,0,0,0,7558,582,0,0,0,0,S
2012-08-20,9:01:24,7558,262,46562,-22,7556,245,0,0,0,0,7558,601,0,0,0,0,B
2012-08-20,9:01:25,7558,1374,47936,788,7558,971,0,0,0,0,7560,1731,0,0,0,0,B
2012-08-20,9:01:25,7558,20,47956,0,7558,961,0,0,0,0,7560,1731,0,0,0,0,S
2012-08-20,9:01:26,7558,416,48372,-142,7558,778,0,0,0,0,7560,1721,0,0,0,0,S
2012-08-20,9:01:26,7560,74,48446,-18,7558,888,0,0,0,0,7560,1687,0,0,0,0,B
2012-08-20,9:01:26,7558,8,48454,0,7558,884,0,0,0,0,7560,1687,0,0,0,0,S
2012-08-20,9:01:27,7560,692,49146,-28,7558,896,0,0,0,0,7560,1356,0,0,0,0,B
2012-08-20,9:01:27,7558,102,49248,0,7558,903,0,0,0,0,7560,1306,0,0,0,0,S
2012-08-20,9:01:28,7560,22,49270,0,7558,1143,0,0,0,0,7560,1296,0,0,0,0,B
2012-08-20,9:01:28,7558,4,49274,-2,7558,1141,0,0,0,0,7560,1296,0,0,0,0,S
2012-08-20,9:01:29,7560,662,49936,-386,7558,1108,0,0,0,0,7560,1010,0,0,0,0,B
2012-08-20,9:01:29,7560,596,50532,-550,7558,1109,0,0,0,0,7560,767,0,0,0,0,B
2012-08-20,9:01:29,7560,832,51364,64,7558,972,0,0,0,0,7560,351,0,0,0,0,B
2012-08-20,9:01:29,7560,446,51810,-68,7558,862,0,0,0,0,7560,239,0,0,0,0,B
2012-08-20,9:01:30,7560,56,51866,52,7558,862,0,0,0,0,7560,212,0,0,0,0,B
2012-08-20,9:01:30,7560,152,52018,136,7558,880,0,0,0,0,7560,136,0,0,0,0,B
2012-08-20,9:01:31,7560,44,52062,40,7558,891,0,0,0,0,7560,114,0,0,0,0,B
2012-08-20,9:01:31,7558,230,52292,100,7558,881,0,0,0,0,7560,12,0,0,0,0,S
2012-08-20,9:01:31,7560,4,52296,4,7558,881,0,0,0,0,7560,10,0,0,0,0,B
2012-08-20,9:01:31,7564,134,52430,-8,7560,74,0,0,0,0,7564,149,0,0,0,0,B
2012-08-20,9:01:32,7560,128,52558,72,7560,16,0,0,0,0,7564,151,0,0,0,0,S
2012-08-20,9:01:32,7562,28,52586,14,7562,7,0,0,0,0,7564,212,0,0,0,0,B
2012-08-20,9:01:32,7558,254,52840,152,7558,864,0,0,0,0,7564,212,0,0,0,0,S
2012-08-20,9:01:33,7560,56,52896,32,7560,25,0,0,0,0,7562,60,0,0,0,0,B
2012-08-20,9:01:33,7560,4,52900,4,7560,23,0,0,0,0,7562,60,0,0,0,0,S
2012-08-20,9:01:33,7560,86,52986,-34,7560,37,0,0,0,0,7562,56,0,0,0,0,S
2012-08-20,9:01:34,7560,166,53152,24,7558,870,0,0,0,0,7560,16,0,0,0,0,S
2012-08-20,9:01:35,7562,70,53222,-30,7558,857,0,0,0,0,7562,190,0,0,0,0,B
2012-08-20,9:01:35,7560,70,53292,66,7558,855,0,0,0,0,7560,30,0,0,0,0,S
2012-08-20,9:01:35,7558,54,53346,42,7558,851,0,0,0,0,7560,7,0,0,0,0,S
2012-08-20,9:01:36,7560,24,53370,12,7558,853,0,0,0,0,7560,49,0,0,0,0,B
2012-08-20,9:01:36,7560,104,53474,6,7558,851,0,0,0,0,7560,89,0,0,0,0,B
2012-08-20,9:01:36,7560,272,53746,16,7560,381,0,0,0,0,7562,183,0,0,0,0,B
2012-08-20,9:01:36,7560,24,53770,0,7560,370,0,0,0,0,7562,211,0,0,0,0,S
2012-08-20,9:01:37,7560,26,53796,-2,7560,372,0,0,0,0,7562,217,0,0,0,0,S
2012-08-20,9:01:37,7560,4,53800,-4,7560,370,0,0,0,0,7562,217,0,0,0,0,S
2012-08-20,9:01:38,7560,120,53920,6,7560,326,0,0,0,0,7562,210,0,0,0,0,S
2012-08-20,9:01:38,7560,12,53932,0,7560,448,0,0,0,0,7562,211,0,0,0,0,S
2012-08-20,9:01:38,7560,12,53944,10,7560,453,0,0,0,0,7562,118,0,0,0,0,S
2012-08-20,9:01:39,7560,58,54002,-42,7560,456,0,0,0,0,7562,58,0,0,0,0,S
2012-08-20,9:01:39,7560,2,54004,0,7560,455,0,0,0,0,7562,58,0,0,0,0,S
2012-08-20,9:01:40,7562,148,54152,92,7562,33,0,0,0,0,7564,141,0,0,0,0,B
2012-08-20,9:01:40,7562,2,54154,0,7562,39,0,0,0,0,7564,141,0,0,0,0,S
2012-08-20,9:01:40,7564,40,54194,12,7562,168,0,0,0,0,7564,127,0,0,0,0,B
