日期,时间,成交价,成交量,总量,属性(持仓增减),B1价,B1量,B2价,B2量,B3价,B3量,S1价,S1量,S2价,S2量,S3价,S3量,BS
2012-08-20,9:50:07,7514,4,460744,4,7514,270,0,0,0,0,7516,163,0,0,0,0,S
2012-08-20,9:50:08,7516,12,460756,10,7514,269,0,0,0,0,7516,163,0,0,0,0,B
2012-08-20,9:50:08,7516,6,460762,4,7514,267,0,0,0,0,7516,173,0,0,0,0,B
2012-08-20,9:50:09,7516,68,460830,20,7514,234,0,0,0,0,7516,174,0,0,0,0,B
2012-08-20,9:50:09,7514,56,460886,0,7514,206,0,0,0,0,7516,177,0,0,0,0,S
2012-08-20,9:50:10,7514,12,460898,-10,7514,201,0,0,0,0,7516,177,0,0,0,0,S
2012-08-20,9:50:10,7514,2,460900,0,7514,200,0,0,0,0,7516,179,0,0,0,0,S
2012-08-20,9:50:10,7514,24,460924,0,7514,188,0,0,0,0,7516,179,0,0,0,0,S
2012-08-20,9:50:11,7516,6,460930,2,7514,187,0,0,0,0,7516,178,0,0,0,0,B
2012-08-20,9:50:11,7516,4,460934,0,7514,187,0,0,0,0,7516,176,0,0,0,0,B
2012-08-20,9:50:12,7516,12,460946,10,7514,189,0,0,0,0,7516,171,0,0,0,0,B
2012-08-20,9:50:12,7516,12,460958,0,7514,194,0,0,0,0,7516,165,0,0,0,0,B
2012-08-20,9:50:13,7516,6,460964,0,7514,193,0,0,0,0,7516,165,0,0,0,0,B
2012-08-20,9:50:14,7514,100,461064,0,7514,143,0,0,0,0,7516,167,0,0,0,0,S
2012-08-20,9:50:14,7516,12,461076,8,7514,143,0,0,0,0,7516,169,0,0,0,0,B
2012-08-20,9:50:15,7514,100,461176,12,7514,129,0,0,0,0,7516,130,0,0,0,0,S
2012-08-20,9:50:16,7514,48,461224,0,7514,105,0,0,0,0,7516,130,0,0,0,0,S
2012-08-20,9:50:16,7514,14,461238,0,7514,103,0,0,0,0,7516,129,0,0,0,0,S
2012-08-20,9:50:17,7514,2,461240,0,7514,107,0,0,0,0,7516,129,0,0,0,0,S
2012-08-20,9:50:17,7514,2,461242,0,7514,106,0,0,0,0,7516,129,0,0,0,0,S
2012-08-20,9:50:17,7514,20,461262,10,7514,230,0,0,0,0,7516,128,0,0,0,0,S
2012-08-20,9:50:18,7514,6,461268,0,7514,257,0,0,0,0,7516,128,0,0,0,0,S
2012-08-20,9:50:19,7514,8,461276,-2,7514,254,0,0,0,0,7516,148,0,0,0,0,S
2012-08-20,9:50:19,7514,40,461316,-40,7514,235,0,0,0,0,7516,148,0,0,0,0,S
2012-08-20,9:50:20,7514,8,461324,4,7514,275,0,0,0,0,7516,151,0,0,0,0,S
2012-08-20,9:50:20,7514,2,461326,0,7514,274,0,0,0,0,7516,151,0,0,0,0,S
2012-08-20,9:50:21,7514,42,461368,14,7514,255,0,0,0,0,7516,150,0,0,0,0,S
2012-08-20,9:50:21,7514,10,461378,0,7514,250,0,0,0,0,7516,150,0,0,0,0,S
2012-08-20,9:50:21,7514,4,461382,0,7514,249,0,0,0,0,7516,161,0,0,0,0,S
2012-08-20,9:50:22,7516,4,461386,2,7514,120,0,0,0,0,7516,161,0,0,0,0,B
2012-08-20,9:50:22,7514,250,461636,78,7512,246,0,0,0,0,7514,78,0,0,0,0,S
2012-08-20,9:50:23,7512,200,461836,-64,7512,150,0,0,0,0,7514,78,0,0,0,0,S
2012-08-20,9:50:23,7514,2,461838,2,7512,150,0,0,0,0,7514,77,0,0,0,0,B
2012-08-20,9:50:23,7512,40,461878,0,7512,138,0,0,0,0,7514,112,0,0,0,0,S
2012-08-20,9:50:24,7516,270,462148,-60,7514,169,0,0,0,0,7516,214,0,0,0,0,B
2012-08-20,9:50:24,7514,2,462150,0,7514,168,0,0,0,0,7516,214,0,0,0,0,S
2012-08-20,9:50:25,7514,2,462152,0,7514,167,0,0,0,0,7516,270,0,0,0,0,S
2012-08-20,9:50:25,7514,4,462156,0,7514,165,0,0,0,0,7516,214,0,0,0,0,S
2012-08-20,9:50:25,7514,62,462218,0,7514,134,0,0,0,0,7516,214,0,0,0,0,S
2012-08-20,9:50:25,7514,94,462312,0,7514,89,0,0,0,0,7516,212,0,0,0,0,S
2012-08-20,9:50:26,7514,2,462314,-2,7514,88,0,0,0,0,7516,215,0,0,0,0,S
2012-08-20,9:50:26,7514,14,462328,0,7514,81,0,0,0,0,7516,215,0,0,0,0,S
2012-08-20,9:50:26,7514,24,462352,0,7514,72,0,0,0,0,7516,308,0,0,0,0,S
2012-08-20,9:50:27,7516,6,462358,0,7514,70,0,0,0,0,7516,308,0,0,0,0,B
2012-08-20,9:50:27,7514,72,462430,-2,7514,35,0,0,0,0,7516,316,0,0,0,0,S
2012-08-20,9:50:28,7514,16,462446,-2,7514,27,0,0,0,0,7516,355,0,0,0,0,S
2012-08-20,9:50:28,7514,10,462456,0,7514,22,0,0,0,0,7516,355,0,0,0,0,S
2012-08-20,9:50:28,7516,58,462514,12,7514,14,0,0,0,0,7516,335,0,0,0,0,B
2012-08-20,9:50:28,7514,10,462524,0,7514,9,0,0,0,0,7516,335,0,0,0,0,S
2012-08-20,9:50:29,7514,6,462530,-6,7514,22,0,0,0,0,7516,336,0,0,0,0,S
2012-08-20,9:50:29,7516,2,462532,2,7514,22,0,0,0,0,7516,335,0,0,0,0,B
2012-08-20,9:50:30,7514,20,462552,14,7514,22,0,0,0,0,7516,335,0,0,0,0,S
2012-08-20,9:50:30,7514,118,462670,-94,7514,101,0,0,0,0,7516,337,0,0,0,0,S
2012-08-20,9:50:31,7514,18,462688,-2,7514,99,0,0,0,0,7516,340,0,0,0,0,S
2012-08-20,9:50:32,7514,4,462692,-2,7514,99,0,0,0,0,7516,340,0,0,0,0,S
2012-08-20,9:50:32,7514,22,462714,-18,7514,191,0,0,0,0,7516,251,0,0,0,0,S
2012-08-20,9:50:33,7516,76,462790,10,7514,163,0,0,0,0,7516,248,0,0,0,0,B
2012-08-20,9:50:33,7514,10,462800,-4,7514,211,0,0,0,0,7516,248,0,0,0,0,S
2012-08-20,9:50:34,7516,14,462814,0,7514,338,0,0,0,0,7516,241,0,0,0,0,B
2012-08-20,9:50:34,7516,150,462964,-48,7514,328,0,0,0,0,7516,169,0,0,0,0,B
2012-08-20,9:50:34,7514,18,462982,-6,7514,343,0,0,0,0,7516,166,0,0,0,0,S
2012-08-20,9:50:36,7516,244,463226,-44,7514,173,0,0,0,0,7516,45,0,0,0,0,B
2012-08-20,9:50:36,7516,90,463316,-8,7516,23,0,0,0,0,7518,267,0,0,0,0,B
2012-08-20,9:50:36,7516,22,463338,2,7516,58,0,0,0,0,7518,267,0,0,0,0,S
2012-08-20,9:50:37,7516,20,463358,0,7516,82,0,0,0,0,7518,268,0,0,0,0,S
2012-08-20,9:50:37,7518,42,463400,-20,7516,72,0,0,0,0,7518,257,0,0,0,0,B
2012-08-20,9:50:37,7516,2,463402,0,7516,71,0,0,0,0,7518,257,0,0,0,0,S
2012-08-20,9:50:38,7516,2,463404,0,7516,80,0,0,0,0,7518,257,0,0,0,0,S
2012-08-20,9:50:38,7516,42,463446,0,7516,79,0,0,0,0,7518,237,0,0,0,0,S
2012-08-20,9:50:38,7516,10,463456,-8,7516,78,0,0,0,0,7518,233,0,0,0,0,S
2012-08-20,9:50:38,7516,164,463620,78,7516,1,0,0,0,0,7518,233,0,0,0,0,S
2012-08-20,9:50:39,7516,16,463636,0,7516,8,0,0,0,0,7518,234,0,0,0,0,S
2012-08-20,9:50:39,7516,16,463652,-16,7516,15,0,0,0,0,7518,234,0,0,0,0,S
2012-08-20,9:50:40,7516,2,463654,0,7516,19,0,0,0,0,7518,234,0,0,0,0,S
2012-08-20,9:50:41,7516,108,463762,-12,7516,15,0,0,0,0,7518,200,0,0,0,0,S
2012-08-20,9:50:42,7516,4,463766,-2,7516,20,0,0,0,0,7518,199,0,0,0,0,S
2012-08-20,9:50:42,7516,48,463814,30,7514,126,0,0,0,0,7516,77,0,0,0,0,S
2012-08-20,9:50:43,7516,14,463828,2,7514,126,0,0,0,0,7516,71,0,0,0,0,B
2012-08-20,9:50:43,7514,4,463832,-4,7514,126,0,0,0,0,7516,72,0,0,0,0,S
2012-08-20,9:50:44,7514,2,463834,-2,7514,132,0,0,0,0,7516,77,0,0,0,0,S
2012-08-20,9:50:44,7516,12,463846,0,7514,132,0,0,0,0,7516,71,0,0,0,0,B
2012-08-20,9:50:45,7514,2,463848,-2,7514,133,0,0,0,0,7516,78,0,0,0,0,S
2012-08-20,9:50:45,7516,6,463854,4,7514,133,0,0,0,0,7516,75,0,0,0,0,B
2012-08-20,9:50:46,7516,4,463858,4,7514,136,0,0,0,0,7516,109,0,0,0,0,B
2012-08-20,9:50:47,7514,8,463866,0,7514,131,0,0,0,0,7516,109,0,0,0,0,S
2012-08-20,9:50:49,7514,2,463868,-2,7514,122,0,0,0,0,7516,255,0,0,0,0,S
2012-08-20,9:50:49,7514,16,463884,2,7514,110,0,0,0,0,7516,256,0,0,0,0,S
2012-08-20,9:50:50,7514,68,463952,-38,7514,20,0,0,0,0,7516,225,0,0,0,0,S
2012-08-20,9:50:51,7516,4,463956,2,7514,22,0,0,0,0,7516,223,0,0,0,0,B
2012-08-20,9:50:51,7516,2,463958,0,7514,22,0,0,0,0,7516,222,0,0,0,0,B
2012-08-20,9:50:51,7514,48,464006,36,7512,163,0,0,0,0,7514,1,0,0,0,0,S
2012-08-20,9:50:52,7514,4,464010,4,7512,162,0,0,0,0,7514,6,0,0,0,0,B
2012-08-20,9:50:53,7512,10,464020,2,7512,157,0,0,0,0,7514,8,0,0,0,0,S
2012-08-20,9:50:53,7514,2,464022,0,7512,157,0,0,0,0,7514,11,0,0,0,0,B
2012-08-20,9:50:53,7514,2,464024,2,7512,156,0,0,0,0,7514,40,0,0,0,0,B
2012-08-20,9:50:54,7512,30,464054,14,7512,151,0,0,0,0,7514,86,0,0,0,0,S
2012-08-20,9:50:54,7512,100,464154,100,7512,101,0,0,0,0,7514,98,0,0,0,0,S
2012-08-20,9:50:54,7514,10,464164,2,7512,100,0,0,0,0,7514,94,0,0,0,0,B
2012-08-20,9:50:54,7512,14,464178,-4,7512,98,0,0,0,0,7514,95,0,0,0,0,S
2012-08-20,9:50:55,7514,2,464180,0,7512,98,0,0,0,0,7514,94,0,0,0,0,B
2012-08-20,9:50:55,7514,2,464182,0,7512,178,0,0,0,0,7514,100,0,0,0,0,B
2012-08-20,9:50:55,7512,2,464184,2,7512,181,0,0,0,0,7514,100,0,0,0,0,S
2012-08-20,9:50:56,7514,2,464186,0,7512,181,0,0,0,0,7514,99,0,0,0,0,B
2012-08-20,9:50:57,7514,214,464400,-70,7514,50,0,0,0,0,7516,276,0,0,0,0,B
2012-08-20,9:50:58,7514,2,464402,0,7514,49,0,0,0,0,7516,277,0,0,0,0,S
2012-08-20,9:50:58,7514,40,464442,-40,7514,29,0,0,0,0,7516,279,0,0,0,0,S
2012-08-20,9:50:58,7514,16,464458,0,7514,27,0,0,0,0,7516,280,0,0,0,0,S
2012-08-20,9:50:59,7514,2,464460,0,7514,27,0,0,0,0,7516,280,0,0,0,0,S
2012-08-20,9:51:00,7514,6,464466,-4,7514,24,0,0,0,0,7516,320,0,0,0,0,S
2012-08-20,9:51:00,7514,10,464476,0,7514,19,0,0,0,0,7516,319,0,0,0,0,S
2012-08-20,9:51:00,7514,2,464478,0,7514,18,0,0,0,0,7516,319,0,0,0,0,S
2012-08-20,9:51:01,7514,4,464482,-2,7514,16,0,0,0,0,7516,323,0,0,0,0,S
2012-08-20,9:51:01,7514,2,464484,0,7514,15,0,0,0,0,7516,323,0,0,0,0,S
2012-08-20,9:51:02,7514,8,464492,-6,7514,11,0,0,0,0,7516,324,0,0,0,0,S
2012-08-20,9:51:02,7514,16,464508,2,7514,3,0,0,0,0,7516,323,0,0,0,0,S
2012-08-20,9:51:02,7514,6,464514,6,7512,198,0,0,0,0,7514,25,0,0,0,0,S
2012-08-20,9:51:03,7514,12,464526,2,7512,199,0,0,0,0,7514,20,0,0,0,0,B
2012-08-20,9:51:03,7512,2,464528,0,7512,198,0,0,0,0,7514,101,0,0,0,0,S
2012-08-20,9:51:04,7512,18,464546,6,7512,193,0,0,0,0,7514,102,0,0,0,0,S
2012-08-20,9:51:04,7514,10,464556,0,7512,193,0,0,0,0,7514,97,0,0,0,0,B
2012-08-20,9:51:04,7512,154,464710,0,7512,192,0,0,0,0,7514,24,0,0,0,0,S
2012-08-20,9:51:06,7512,4,464714,-2,7512,191,0,0,0,0,7514,91,0,0,0,0,S
2012-08-20,9:51:06,7514,2,464716,0,7512,191,0,0,0,0,7514,222,0,0,0,0,B
2012-08-20,9:51:07,7512,12,464728,8,7512,186,0,0,0,0,7514,241,0,0,0,0,S
2012-08-20,9:51:07,7512,98,464826,-38,7512,137,0,0,0,0,7514,247,0,0,0,0,S
2012-08-20,9:51:07,7512,16,464842,-2,7512,133,0,0,0,0,7514,306,0,0,0,0,S
2012-08-20,9:51:08,7512,12,464854,12,7512,127,0,0,0,0,7514,301,0,0,0,0,S
2012-08-20,9:51:08,7512,26,464880,8,7512,114,0,0,0,0,7514,301,0,0,0,0,S
2012-08-20,9:51:09,7512,2,464882,0,7512,115,0,0,0,0,7514,260,0,0,0,0,S
2012-08-20,9:51:10,7512,62,464944,-60,7512,85,0,0,0,0,7514,261,0,0,0,0,S
2012-08-20,9:51:10,7512,4,464948,-4,7512,83,0,0,0,0,7514,261,0,0,0,0,S
2012-08-20,9:51:10,7512,6,464954,-2,7512,81,0,0,0,0,7514,310,0,0,0,0,S
2012-08-20,9:51:11,7512,54,465008,0,7512,56,0,0,0,0,7514,311,0,0,0,0,S
2012-08-20,9:51:11,7512,58,465066,24,7512,28,0,0,0,0,7514,301,0,0,0,0,S
2012-08-20,9:51:12,7512,10,465076,10,7512,24,0,0,0,0,7514,213,0,0,0,0,S
2012-08-20,9:51:13,7512,14,465090,8,7512,20,0,0,0,0,7514,180,0,0,0,0,S
2012-08-20,9:51:13,7512,2,465092,0,7512,79,0,0,0,0,7514,113,0,0,0,0,S
2012-08-20,9:51:14,7512,116,465208,112,7512,162,0,0,0,0,7514,114,0,0,0,0,S
2012-08-20,9:51:14,7512,120,465328,120,7512,113,0,0,0,0,7514,114,0,0,0,0,S
2012-08-20,9:51:14,7512,2,465330,2,7512,168,0,0,0,0,7514,114,0,0,0,0,S
2012-08-20,9:51:15,7512,62,465392,42,7512,137,0,0,0,0,7514,116,0,0,0,0,S
2012-08-20,9:51:16,7512,20,465412,0,7512,128,0,0,0,0,7514,107,0,0,0,0,S
2012-08-20,9:51:17,7512,16,465428,0,7512,128,0,0,0,0,7514,106,0,0,0,0,S
2012-08-20,9:51:17,7514,158,465586,88,7512,106,0,0,0,0,7514,64,0,0,0,0,B
2012-08-20,9:51:18,7514,8,465594,0,7512,117,0,0,0,0,7514,66,0,0,0,0,B
2012-08-20,9:51:19,7512,24,465618,-10,7512,118,0,0,0,0,7514,58,0,0,0,0,S
2012-08-20,9:51:20,7512,16,465634,0,7512,110,0,0,0,0,7514,58,0,0,0,0,S
2012-08-20,9:51:20,7512,62,465696,-22,7512,79,0,0,0,0,7514,58,0,0,0,0,S
2012-08-20,9:51:21,7514,4,465700,-2,7512,154,0,0,0,0,7514,56,0,0,0,0,B
2012-08-20,9:51:21,7512,4,465704,4,7512,152,0,0,0,0,7514,57,0,0,0,0,S
2012-08-20,9:51:21,7512,12,465716,10,7512,208,0,0,0,0,7514,65,0,0,0,0,S
2012-08-20,9:51:22,7512,2,465718,2,7512,208,0,0,0,0,7514,65,0,0,0,0,S
2012-08-20,9:51:22,7512,20,465738,2,7512,200,0,0,0,0,7514,67,0,0,0,0,S
2012-08-20,9:51:23,7512,12,465750,0,7512,209,0,0,0,0,7514,63,0,0,0,0,S
2012-08-20,9:51:23,7514,28,465778,-18,7512,199,0,0,0,0,7514,60,0,0,0,0,B
2012-08-20,9:51:24,7512,10,465788,0,7512,190,0,0,0,0,7514,72,0,0,0,0,S
2012-08-20,9:51:24,7514,14,465802,-14,7512,191,0,0,0,0,7514,65,0,0,0,0,B
2012-08-20,9:51:25,7512,134,465936,98,7512,234,0,0,0,0,7514,170,0,0,0,0,S
2012-08-20,9:51:26,7512,4,465940,4,7512,188,0,0,0,0,7514,171,0,0,0,0,S
2012-08-20,9:51:27,7512,4,465944,2,7512,131,0,0,0,0,7514,177,0,0,0,0,S
2012-08-20,9:51:27,7514,92,466036,-72,7512,88,0,0,0,0,7514,131,0,0,0,0,B
2012-08-20,9:51:28,7512,66,466102,-2,7512,55,0,0,0,0,7514,187,0,0,0,0,S
2012-08-20,9:51:28,7512,34,466136,-34,7512,38,0,0,0,0,7514,191,0,0,0,0,S
2012-08-20,9:51:29,7514,24,466160,-10,7512,29,0,0,0,0,7514,197,0,0,0,0,B
2012-08-20,9:51:29,7512,58,466218,-52,7510,537,0,0,0,0,7512,15,0,0,0,0,S
2012-08-20,9:51:30,7512,4,466222,-4,7510,537,0,0,0,0,7512,13,0,0,0,0,B
2012-08-20,9:51:30,7512,2,466224,-2,7510,607,0,0,0,0,7512,18,0,0,0,0,B
2012-08-20,9:51:30,7512,6,466230,-2,7510,607,0,0,0,0,7512,16,0,0,0,0,B
2012-08-20,9:51:31,7510,2,466232,0,7510,606,0,0,0,0,7512,18,0,0,0,0,S
2012-08-20,9:51:32,7512,44,466276,-10,7510,586,0,0,0,0,7512,25,0,0,0,0,B
2012-08-20,9:51:32,7510,6,466282,4,7510,583,0,0,0,0,7512,41,0,0,0,0,S
2012-08-20,9:51:33,7510,4,466286,4,7510,581,0,0,0,0,7512,43,0,0,0,0,S
2012-08-20,9:51:33,7510,4,466290,2,7510,580,0,0,0,0,7512,51,0,0,0,0,S
2012-08-20,9:51:33,7510,2,466292,2,7510,579,0,0,0,0,7512,51,0,0,0,0,S
2012-08-20,9:51:34,7510,6,466298,6,7510,577,0,0,0,0,7512,51,0,0,0,0,S
2012-08-20,9:51:34,7510,50,466348,16,7510,573,0,0,0,0,7512,41,0,0,0,0,S
2012-08-20,9:51:34,7512,94,466442,78,7512,5,0,0,0,0,7514,218,0,0,0,0,B
2012-08-20,9:51:34,7512,8,466450,2,7512,3,0,0,0,0,7514,218,0,0,0,0,S
2012-08-20,9:51:35,7512,10,466460,10,7510,582,0,0,0,0,7512,1,0,0,0,0,S
2012-08-20,9:51:36,7512,4,466464,0,7510,582,0,0,0,0,7514,270,0,0,0,0,B
2012-08-20,9:51:37,7512,20,466484,-12,7512,2,0,0,0,0,7514,270,0,0,0,0,B
2012-08-20,9:51:37,7510,8,466492,2,7510,636,0,0,0,0,7512,45,0,0,0,0,S
2012-08-20,9:51:38,7510,4,466496,4,7510,634,0,0,0,0,7512,45,0,0,0,0,S
2012-08-20,9:51:38,7512,2,466498,0,7510,634,0,0,0,0,7512,46,0,0,0,0,B
2012-08-20,9:51:38,7510,10,466508,8,7510,630,0,0,0,0,7512,45,0,0,0,0,S
2012-08-20,9:51:38,7512,24,466532,-20,7510,623,0,0,0,0,7512,33,0,0,0,0,B
2012-08-20,9:51:39,7512,18,466550,0,7510,623,0,0,0,0,7512,30,0,0,0,0,B
2012-08-20,9:51:39,7512,2,466552,0,7510,623,0,0,0,0,7512,29,0,0,0,0,B
2012-08-20,9:51:39,7512,84,466636,10,7512,11,0,0,0,0,7514,273,0,0,0,0,B
2012-08-20,9:51:40,7512,12,466648,-2,7512,10,0,0,0,0,7514,273,0,0,0,0,S
2012-08-20,9:51:40,7512,2,466650,-2,7512,10,0,0,0,0,7514,273,0,0,0,0,S
2012-08-20,9:51:40,7514,4,466654,-2,7512,6,0,0,0,0,7514,272,0,0,0,0,B
2012-08-20,9:51:41,7512,2,466656,2,7512,7,0,0,0,0,7514,272,0,0,0,0,S
2012-08-20,9:51:41,7512,12,466668,8,7512,1,0,0,0,0,7514,272,0,0,0,0,S
2012-08-20,9:51:42,7512,2,466670,0,7510,611,0,0,0,0,7512,6,0,0,0,0,S
2012-08-20,9:51:42,7512,48,466718,42,7510,634,0,0,0,0,7512,11,0,0,0,0,B
2012-08-20,9:51:43,7512,4,466722,-2,7510,634,0,0,0,0,7512,9,0,0,0,0,B
2012-08-20,9:51:43,7512,36,466758,-28,7512,11,0,0,0,0,7514,306,0,0,0,0,B
2012-08-20,9:51:43,7512,12,466770,0,7512,5,0,0,0,0,7514,307,0,0,0,0,S
2012-08-20,9:51:43,7512,2,466772,2,7512,3,0,0,0,0,7514,317,0,0,0,0,S
2012-08-20,9:51:44,7512,4,466776,-2,7512,146,0,0,0,0,7514,261,0,0,0,0,S
2012-08-20,9:51:44,7512,6,466782,-6,7512,145,0,0,0,0,7514,261,0,0,0,0,S
2012-08-20,9:51:45,7514,12,466794,-12,7512,147,0,0,0,0,7514,224,0,0,0,0,B
2012-08-20,9:51:45,7512,2,466796,0,7512,152,0,0,0,0,7514,224,0,0,0,0,S
2012-08-20,9:51:46,7512,20,466816,0,7512,143,0,0,0,0,7514,224,0,0,0,0,S
2012-08-20,9:51:46,7512,2,466818,0,7512,142,0,0,0,0,7514,224,0,0,0,0,S
2012-08-20,9:51:46,7512,2,466820,0,7512,141,0,0,0,0,7514,224,0,0,0,0,S
2012-08-20,9:51:48,7512,2,466822,0,7512,153,0,0,0,0,7514,227,0,0,0,0,S
2012-08-20,9:51:48,7512,8,466830,-2,7512,159,0,0,0,0,7514,227,0,0,0,0,S
2012-08-20,9:51:49,7512,2,466832,0,7512,158,0,0,0,0,7514,227,0,0,0,0,S
2012-08-20,9:51:49,7512,18,466850,0,7512,150,0,0,0,0,7514,227,0,0,0,0,S
2012-08-20,9:51:50,7512,10,466860,0,7512,146,0,0,0,0,7514,248,0,0,0,0,S
2012-08-20,9:51:50,7512,2,466862,-2,7512,145,0,0,0,0,7514,248,0,0,0,0,S
2012-08-20,9:51:51,7512,4,466866,0,7512,149,0,0,0,0,7514,251,0,0,0,0,S
2012-08-20,9:51:52,7512,20,466886,0,7512,163,0,0,0,0,7514,251,0,0,0,0,S
2012-08-20,9:51:52,7514,4,466890,-2,7512,168,0,0,0,0,7514,250,0,0,0,0,B
2012-08-20,9:51:53,7514,2,466892,-2,7512,168,0,0,0,0,7514,249,0,0,0,0,B
2012-08-20,9:51:53,7514,6,466898,0,7512,168,0,0,0,0,7514,251,0,0,0,0,B
2012-08-20,9:51:54,7512,8,466906,-8,7512,202,0,0,0,0,7514,275,0,0,0,0,S
2012-08-20,9:51:54,7512,2,466908,0,7512,201,0,0,0,0,7514,275,0,0,0,0,S
2012-08-20,9:51:55,7512,2,466910,0,7512,201,0,0,0,0,7514,277,0,0,0,0,S
2012-08-20,9:51:55,7514,50,466960,-50,7512,183,0,0,0,0,7514,315,0,0,0,0,B
2012-08-20,9:51:55,7512,200,467160,86,7512,84,0,0,0,0,7514,315,0,0,0,0,S
2012-08-20,9:51:56,7512,12,467172,-12,7512,79,0,0,0,0,7514,321,0,0,0,0,S
2012-08-20,9:51:57,7512,6,467178,0,7512,76,0,0,0,0,7514,321,0,0,0,0,S
2012-08-20,9:51:57,7512,2,467180,-2,7512,75,0,0,0,0,7514,321,0,0,0,0,S
2012-08-20,9:51:58,7512,14,467194,-2,7512,73,0,0,0,0,7514,322,0,0,0,0,S
2012-08-20,9:51:59,7512,4,467198,0,7512,72,0,0,0,0,7514,324,0,0,0,0,S
2012-08-20,9:51:59,7512,2,467200,0,7512,71,0,0,0,0,7514,324,0,0,0,0,S
2012-08-20,9:51:59,7512,2,467202,2,7512,70,0,0,0,0,7514,325,0,0,0,0,S
2012-08-20,9:52:00,7512,4,467206,4,7512,68,0,0,0,0,7514,325,0,0,0,0,S
2012-08-20,9:52:01,7514,4,467210,0,7512,87,0,0,0,0,7514,324,0,0,0,0,B
2012-08-20,9:52:01,7512,4,467214,0,7512,108,0,0,0,0,7514,323,0,0,0,0,S
2012-08-20,9:52:01,7512,2,467216,0,7512,106,0,0,0,0,7514,323,0,0,0,0,S
2012-08-20,9:52:02,7512,4,467220,-4,7512,119,0,0,0,0,7514,320,0,0,0,0,S
2012-08-20,9:52:02,7512,4,467224,0,7512,183,0,0,0,0,7514,320,0,0,0,0,S
2012-08-20,9:52:03,7512,2,467226,2,7512,220,0,0,0,0,7514,320,0,0,0,0,S
2012-08-20,9:52:03,7514,24,467250,-16,7512,220,0,0,0,0,7514,308,0,0,0,0,B
2012-08-20,9:52:04,7512,10,467260,2,7512,221,0,0,0,0,7514,312,0,0,0,0,S
2012-08-20,9:52:05,7512,14,467274,0,7512,221,0,0,0,0,7514,312,0,0,0,0,S
2012-08-20,9:52:05,7514,98,467372,78,7512,222,0,0,0,0,7514,203,0,0,0,0,B
2012-08-20,9:52:05,7512,14,467386,4,7512,220,0,0,0,0,7514,203,0,0,0,0,S
2012-08-20,9:52:06,7514,70,467456,58,7512,244,0,0,0,0,7514,188,0,0,0,0,B
2012-08-20,9:52:06,7514,8,467464,0,7512,270,0,0,0,0,7514,155,0,0,0,0,B
2012-08-20,9:52:07,7514,30,467494,12,7512,273,0,0,0,0,7514,139,0,0,0,0,B
2012-08-20,9:52:07,7514,10,467504,2,7512,272,0,0,0,0,7514,135,0,0,0,0,B
2012-08-20,9:52:07,7514,16,467520,-2,7512,272,0,0,0,0,7514,127,0,0,0,0,B
2012-08-20,9:52:08,7514,168,467688,-10,7512,273,0,0,0,0,7514,43,0,0,0,0,B
2012-08-20,9:52:08,7514,84,467772,-4,7512,273,0,0,0,0,7514,1,0,0,0,0,B
2012-08-20,9:52:09,7514,2,467774,2,7514,55,0,0,0,0,7516,125,0,0,0,0,B
2012-08-20,9:52:09,7514,6,467780,4,7514,84,0,0,0,0,7516,125,0,0,0,0,S
2012-08-20,9:52:10,7514,2,467782,2,7514,84,0,0,0,0,7516,125,0,0,0,0,S
2012-08-20,9:52:10,7514,10,467792,10,7514,82,0,0,0,0,7516,126,0,0,0,0,S
2012-08-20,9:52:11,7514,116,467908,68,7514,29,0,0,0,0,7516,125,0,0,0,0,S
2012-08-20,9:52:11,7514,2,467910,2,7514,28,0,0,0,0,7516,137,0,0,0,0,S
2012-08-20,9:52:12,7514,8,467918,0,7514,25,0,0,0,0,7516,140,0,0,0,0,S
2012-08-20,9:52:13,7514,4,467922,4,7514,24,0,0,0,0,7516,141,0,0,0,0,S
2012-08-20,9:52:13,7514,2,467924,2,7514,23,0,0,0,0,7516,141,0,0,0,0,S
2012-08-20,9:52:14,7514,16,467940,16,7514,15,0,0,0,0,7516,141,0,0,0,0,S
2012-08-20,9:52:14,7514,6,467946,6,7514,12,0,0,0,0,7516,139,0,0,0,0,S
2012-08-20,9:52:16,7514,4,467950,4,7514,20,0,0,0,0,7516,142,0,0,0,0,S
2012-08-20,9:52:16,7514,4,467954,0,7514,19,0,0,0,0,7516,142,0,0,0,0,S
2012-08-20,9:52:17,7514,10,467964,2,7514,14,0,0,0,0,7516,142,0,0,0,0,S
2012-08-20,9:52:17,7514,6,467970,0,7514,23,0,0,0,0,7516,142,0,0,0,0,S
2012-08-20,9:52:17,7516,8,467978,0,7514,22,0,0,0,0,7516,141,0,0,0,0,B
2012-08-20,9:52:18,7514,52,468030,-28,7514,54,0,0,0,0,7516,142,0,0,0,0,S
2012-08-20,9:52:19,7516,16,468046,-16,7514,58,0,0,0,0,7516,149,0,0,0,0,B
2012-08-20,9:52:19,7514,6,468052,4,7514,91,0,0,0,0,7516,149,0,0,0,0,S
2012-08-20,9:52:21,7514,48,468100,0,7514,69,0,0,0,0,7516,150,0,0,0,0,S
2012-08-20,9:52:21,7514,8,468108,8,7514,66,0,0,0,0,7516,164,0,0,0,0,S
2012-08-20,9:52:21,7514,28,468136,20,7514,55,0,0,0,0,7516,162,0,0,0,0,S
